FIPS,population,county,state,urban
45069,26753,Marlboro County,SOUTH CAROLINA,Rural
45007,198064,Anderson County,SOUTH CAROLINA,Urban
45025,45953,Chesterfield County,SOUTH CAROLINA,Rural
45047,70411,Greenwood County,SOUTH CAROLINA,Rural
45051,332172,Horry County,SOUTH CAROLINA,Urban
45055,65112,Kershaw County,SOUTH CAROLINA,Urban
45075,87687,Orangeburg County,SOUTH CAROLINA,Rural
45083,307617,Spartanburg County,SOUTH CAROLINA,Urban
45009,14376,Bamberg County,SOUTH CAROLINA,Rural
45013,186095,Beaufort County,SOUTH CAROLINA,Rural
45017,14663,Calhoun County,SOUTH CAROLINA,Urban
45033,30689,Dillon County,SOUTH CAROLINA,Rural
45081,20303,Saluda County,SOUTH CAROLINA,Urban
45079,411357,Richland County,SOUTH CAROLINA,Urban
45039,22565,Fairfield County,SOUTH CAROLINA,Urban
45049,19564,Hampton County,SOUTH CAROLINA,Rural
45045,507003,Greenville County,SOUTH CAROLINA,Urban
45057,92308,Lancaster County,SOUTH CAROLINA,Rural
45035,158299,Dorchester County,SOUTH CAROLINA,Urban
45041,138475,Florence County,SOUTH CAROLINA,Urban
45059,66846,Laurens County,SOUTH CAROLINA,Urban
45065,9531,McCormick County,SOUTH CAROLINA,Rural
45077,124029,Pickens County,SOUTH CAROLINA,Urban
45087,27490,Union County,SOUTH CAROLINA,Rural
45089,31324,Williamsburg County,SOUTH CAROLINA,Rural
46003,2763,Aurora County,SOUTH DAKOTA,Rural
46051,7149,Grant County,SOUTH DAKOTA,Rural
46123,5458,Tripp County,SOUTH DAKOTA,Rural
46137,2791,Ziebach County,SOUTH DAKOTA,Rural
46115,6483,Spink County,SOUTH DAKOTA,Rural
46009,6929,Bon Homme County,SOUTH DAKOTA,Rural
46011,34601,Brookings County,SOUTH DAKOTA,Rural
46047,6747,Fall River County,SOUTH DAKOTA,Rural
46057,6025,Hamlin County,SOUTH DAKOTA,Rural
46071,3290,Jackson County,SOUTH DAKOTA,Rural
46033,8719,Custer County,SOUTH DAKOTA,Rural
46069,1319,Hyde County,SOUTH DAKOTA,Rural
46049,2312,Faulk County,SOUTH DAKOTA,Rural
46067,7308,Hutchinson County,SOUTH DAKOTA,Rural
46129,5457,Walworth County,SOUTH DAKOTA,Rural
46017,2026,Buffalo County,SOUTH DAKOTA,Rural
46037,5486,Day County,SOUTH DAKOTA,Rural
46043,2929,Douglas County,SOUTH DAKOTA,Rural
46063,1306,Harding County,SOUTH DAKOTA,Rural
46089,2297,McPherson County,SOUTH DAKOTA,Rural
46109,10287,Roberts County,SOUTH DAKOTA,Rural
46119,1305,Sully County,SOUTH DAKOTA,Rural
46083,56826,Lincoln County,SOUTH DAKOTA,Urban
46079,12717,Lake County,SOUTH DAKOTA,Rural
46081,25478,Lawrence County,SOUTH DAKOTA,Rural
46029,28026,Codington County,SOUTH DAKOTA,Rural
46019,10225,Butte County,SOUTH DAKOTA,Rural
46031,4150,Corson County,SOUTH DAKOTA,Rural
46045,3909,Edmunds County,SOUTH DAKOTA,Rural
46021,1485,Campbell County,SOUTH DAKOTA,Rural
46007,3425,Bennett County,SOUTH DAKOTA,Rural
46055,2018,Haakon County,SOUTH DAKOTA,Rural
46075,793,Jones County,SOUTH DAKOTA,Rural
46093,27717,Meade County,SOUTH DAKOTA,Urban
46125,8300,Turner County,SOUTH DAKOTA,Urban
46013,38915,Brown County,SOUTH DAKOTA,Rural
46061,3399,Hanson County,SOUTH DAKOTA,Rural
46087,5548,McCook County,SOUTH DAKOTA,Urban
46095,2052,Mellette County,SOUTH DAKOTA,Rural
46101,6507,Moody County,SOUTH DAKOTA,Rural
46103,110685,Pennington County,SOUTH DAKOTA,Urban
46127,15368,Union County,SOUTH DAKOTA,Urban
46097,2211,Miner County,SOUTH DAKOTA,Rural
53003,22421,Asotin County,WASHINGTON,Urban
53001,19594,Adams County,WASHINGTON,Rural
53023,2230,Garfield County,WASHINGTON,Rural
53045,63804,Mason County,WASHINGTON,Rural
53057,125612,Skagit County,WASHINGTON,Urban
53065,44655,Stevens County,WASHINGTON,Rural
53063,505505,Spokane County,WASHINGTON,Urban
53043,10574,Lincoln County,WASHINGTON,Rural
53007,76229,Chelan County,WASHINGTON,Urban
53031,31285,Jefferson County,WASHINGTON,Rural
53035,265882,Kitsap County,WASHINGTON,Urban
53033,2195502,King County,WASHINGTON,Urban
53049,21688,Pacific County,WASHINGTON,Rural
53051,13377,Pend Oreille County,WASHINGTON,Rural
53055,16788,San Juan County,WASHINGTON,Rural
53059,11753,Skamania County,WASHINGTON,Urban
53075,49231,Whitman County,WASHINGTON,Rural
53077,249697,Yakima County,WASHINGTON,Urban
53009,75392,Clallam County,WASHINGTON,Rural
53015,106778,Cowlitz County,WASHINGTON,Urban
53019,7578,Ferry County,WASHINGTON,Rural
53041,78145,Lewis County,WASHINGTON,Rural
53017,42023,Douglas County,WASHINGTON,Urban
53029,82866,Island County,WASHINGTON,Rural
53053,877013,Pierce County,WASHINGTON,Urban
53021,92009,Franklin County,WASHINGTON,Urban
53071,60365,Walla Walla County,WASHINGTON,Rural
53073,220821,Whatcom County,WASHINGTON,Urban
54023,11616,Grant County,WEST VIRGINIA,Rural
54027,23309,Hampshire County,WEST VIRGINIA,Urban
54009,22459,Brooke County,WEST VIRGINIA,Urban
54017,8560,Doddridge County,WEST VIRGINIA,Rural
54031,13805,Hardy County,WEST VIRGINIA,Rural
54049,56355,Marion County,WEST VIRGINIA,Rural
54059,24290,Mingo County,WEST VIRGINIA,Rural
54029,29383,Hancock County,WEST VIRGINIA,Urban
54051,31308,Marshall County,WEST VIRGINIA,Urban
54067,25078,Nicholas County,WEST VIRGINIA,Rural
54093,6982,Tucker County,WEST VIRGINIA,Rural
54095,8811,Tyler County,WEST VIRGINIA,Rural
54087,14020,Roane County,WEST VIRGINIA,Rural
54091,16864,Taylor County,WEST VIRGINIA,Rural
54107,84960,Wood County,WEST VIRGINIA,Urban
54021,8041,Gilmer County,WEST VIRGINIA,Rural
54053,26820,Mason County,WEST VIRGINIA,Rural
54063,13401,Monroe County,WEST VIRGINIA,Rural
54073,7482,Pleasants County,WEST VIRGINIA,Urban
54011,94339,Cabell County,WEST VIRGINIA,Urban
54037,56506,Jefferson County,WEST VIRGINIA,Urban
54045,33154,Logan County,WEST VIRGINIA,Rural
54071,7001,Pendleton County,WEST VIRGINIA,Rural
54033,67908,Harrison County,WEST VIRGINIA,Rural
54069,42143,Ohio County,WEST VIRGINIA,Urban
54013,7295,Calhoun County,WEST VIRGINIA,Rural
54065,17709,Morgan County,WEST VIRGINIA,Urban
54081,75252,Raleigh County,WEST VIRGINIA,Rural
54079,56610,Putnam County,WEST VIRGINIA,Urban
54001,16633,Barbour County,WEST VIRGINIA,Rural
54047,18661,McDowell County,WEST VIRGINIA,Rural
54099,40303,Wayne County,WEST VIRGINIA,Urban
54035,28907,Jackson County,WEST VIRGINIA,Rural
54055,59919,Mercer County,WEST VIRGINIA,Rural
54097,24502,Upshur County,WEST VIRGINIA,Rural
54101,8386,Webster County,WEST VIRGINIA,Rural
54003,115329,Berkeley County,WEST VIRGINIA,Urban
54019,43576,Fayette County,WEST VIRGINIA,Rural
55051,5687,Iron County,WISCONSIN,Rural
55019,34579,Clark County,WISCONSIN,Rural
55109,88732,St. Croix County,WISCONSIN,Urban
55083,37646,Oconto County,WISCONSIN,Urban
55069,27744,Lincoln County,WISCONSIN,Rural
55135,51245,Waupaca County,WISCONSIN,Rural
55005,45229,Barron County,WISCONSIN,Rural
55113,16399,Sawyer County,WISCONSIN,Rural
55047,18755,Green Lake County,WISCONSIN,Rural
55099,13416,Price County,WISCONSIN,Rural
55077,15304,Marquette County,WISCONSIN,Rural
55075,40391,Marinette County,WISCONSIN,Rural
55079,951226,Milwaukee County,WISCONSIN,Urban
29205,6013,Shelby County,MISSOURI,Rural
29225,38655,Webster County,MISSOURI,Urban
29005,5229,Atchison County,MISSOURI,Rural
29013,16296,Bates County,MISSOURI,Urban
29015,19107,Benton County,MISSOURI,Rural
29035,6147,Carter County,MISSOURI,Rural
29057,7578,Dade County,MISSOURI,Rural
55101,195602,Racine County,WISCONSIN,Urban
55139,170411,Winnebago County,WISCONSIN,Urban
55041,8995,Forest County,WISCONSIN,Rural
55045,36896,Green County,WISCONSIN,Rural
55107,14132,Rusk County,WISCONSIN,Rural
55115,40904,Shawano County,WISCONSIN,Rural
55067,19146,Langlade County,WISCONSIN,Rural
55087,185700,Outagamie County,WISCONSIN,Urban
55123,30633,Vernon County,WISCONSIN,Rural
55021,57133,Columbia County,WISCONSIN,Urban
55061,20387,Kewaunee County,WISCONSIN,Urban
55009,261368,Brown County,WISCONSIN,Urban
55035,103514,Eau Claire County,WISCONSIN,Urban
55085,35381,Oneida County,WISCONSIN,Rural
55095,43438,Polk County,WISCONSIN,Rural
55129,15688,Washburn County,WISCONSIN,Rural
55133,400475,Waukesha County,WISCONSIN,Urban
55127,103074,Walworth County,WISCONSIN,Rural
55023,16235,Crawford County,WISCONSIN,Rural
55057,26478,Juneau County,WISCONSIN,Rural
55111,63922,Sauk County,WISCONSIN,Rural
55131,134925,Washington County,WISCONSIN,Urban
55017,63892,Chippewa County,WISCONSIN,Urban
55025,536078,Dane County,WISCONSIN,Urban
55031,43295,Douglas County,WISCONSIN,Urban
55053,20522,Jackson County,WISCONSIN,Rural
55049,23618,Iowa County,WISCONSIN,Urban
55089,88597,Ozaukee County,WISCONSIN,Urban
55097,70632,Portage County,WISCONSIN,Rural
55105,162152,Rock County,WISCONSIN,Urban
55119,20325,Taylor County,WISCONSIN,Rural
55001,20094,Adams County,WISCONSIN,Rural
55007,14993,Bayfield County,WISCONSIN,Rural
55081,45771,Monroe County,WISCONSIN,Rural
55141,73112,Wood County,WISCONSIN,Rural
55003,15617,Ashland County,WISCONSIN,Rural
55037,4314,Florence County,WISCONSIN,Rural
55055,84701,Jefferson County,WISCONSIN,Rural
56005,47409,Campbell County,WYOMING,Rural
56023,19274,Lincoln County,WYOMING,Rural
56025,80333,Natrona County,WYOMING,Urban
56009,13921,Converse County,WYOMING,Rural
56027,2422,Niobrara County,WYOMING,Rural
56037,43521,Sweetwater County,WYOMING,Rural
47177,40702,Warren County,TENNESSEE,Rural
47179,127805,Washington County,TENNESSEE,Urban
47183,33510,Weakley County,TENNESSEE,Rural
47005,16140,Benton County,TENNESSEE,Rural
47007,14836,Bledsoe County,TENNESSEE,Rural
47013,39797,Campbell County,TENNESSEE,Rural
47015,14178,Cannon County,TENNESSEE,Urban
47083,8164,Houston County,TENNESSEE,Rural
47119,91976,Maury County,TENNESSEE,Rural
48373,48913,Polk County,TEXAS,Rural
48391,7145,Refugio County,TEXAS,Rural
48467,55103,Van Zandt County,TEXAS,Rural
48055,42144,Caldwell County,TEXAS,Urban
48487,12833,Wilbarger County,TEXAS,Rural
48317,5649,Martin County,TEXAS,Rural
29115,12113,Linn County,MISSOURI,Rural
29091,40104,Howell County,MISSOURI,Rural
29101,53682,Johnson County,MISSOURI,Rural
29105,35531,Laclede County,MISSOURI,Rural
29125,8803,Maries County,MISSOURI,Rural
29161,44630,Phelps County,MISSOURI,Rural
29165,100682,Platte County,MISSOURI,Urban
29187,66643,St. Francois County,MISSOURI,Rural
29510,308174,St. Louis city,MISSOURI,Urban
29003,17503,Andrew County,MISSOURI,Urban
29023,42656,Butler County,MISSOURI,Rural
29033,8781,Carroll County,MISSOURI,Rural
29061,8295,Daviess County,MISSOURI,Rural
29087,4432,Holt County,MISSOURI,Rural
29127,28608,Marion County,MISSOURI,Rural
29151,13615,Osage County,MISSOURI,Urban
29181,13567,Ripley County,MISSOURI,Rural
29219,34453,Warren County,MISSOURI,Urban
29221,24860,Washington County,MISSOURI,Urban
29043,85658,Christian County,MISSOURI,Urban
29063,12526,DeKalb County,MISSOURI,Urban
29081,8491,Harrison County,MISSOURI,Rural
29107,32597,Lafayette County,MISSOURI,Urban
29001,25369,Adair County,MISSOURI,Rural
29199,4902,Scotland County,MISSOURI,Rural
29211,6247,Sullivan County,MISSOURI,Rural
29045,6779,Clark County,MISSOURI,Rural
29097,119920,Jasper County,MISSOURI,Urban
29111,9955,Lewis County,MISSOURI,Rural
29119,22782,McDonald County,MISSOURI,Urban
29157,19191,Perry County,MISSOURI,Rural
29167,31748,Polk County,MISSOURI,Urban
29177,22875,Ray County,MISSOURI,Urban
30041,16436,Hill County,MONTANA,Rural
30015,5732,Chouteau County,MONTANA,Rural
30053,19537,Lincoln County,MONTANA,Rural
30067,16352,Park County,MONTANA,Rural
30103,668,Treasure County,MONTANA,Rural
30005,6719,Blaine County,MONTANA,Rural
30097,3670,Sweet Grass County,MONTANA,Rural
30099,6086,Teton County,MONTANA,Rural
30079,1252,Prairie County,MONTANA,Rural
30035,13732,Glacier County,MONTANA,Rural
30025,2921,Fallon County,MONTANA,Rural
30037,728,Golden Valley County,MONTANA,Rural
30093,34770,Silver Bow County,MONTANA,Rural
30095,9466,Stillwater County,MONTANA,Rural
30043,11917,Jefferson County,MONTANA,Rural
30039,3311,Granite County,MONTANA,Rural
30107,2142,Wheatland County,MONTANA,Rural
30057,8302,Madison County,MONTANA,Rural
30091,3483,Sheridan County,MONTANA,Rural
30011,1331,Carter County,MONTANA,Rural
30003,13387,Big Horn County,MONTANA,Rural
30047,30013,Lake County,MONTANA,Rural
30049,67805,Lewis and Clark County,MONTANA,Rural
30073,5994,Pondera County,MONTANA,Rural
30111,159008,Yellowstone County,MONTANA,Urban
30063,117309,Missoula County,MONTANA,Urban
48501,8631,Yoakum County,TEXAS,Rural
48189,33826,Hale County,TEXAS,Rural
48419,25349,Shelby County,TEXAS,Rural
48387,12171,Red River County,TEXAS,Rural
48399,10277,Runnels County,TEXAS,Rural
48435,3824,Sutton County,TEXAS,Rural
48451,117986,Tom Green County,TEXAS,Urban
48469,92109,Victoria County,TEXAS,Urban
48481,41577,Wharton County,TEXAS,Rural
48485,131596,Wichita County,TEXAS,Urban
48033,613,Borden County,TEXAS,Rural
48315,10017,Marion County,TEXAS,Rural
48323,58174,Maverick County,TEXAS,Rural
48181,131014,Grayson County,TEXAS,Urban
48297,12139,Live Oak County,TEXAS,Rural
48363,28540,Palo Pinto County,TEXAS,Rural
48255,15545,Karnes County,TEXAS,Rural
48123,20340,DeWitt County,TEXAS,Rural
48059,13856,Callahan County,TEXAS,Urban
48067,30059,Cass County,TEXAS,Rural
48183,123443,Gregg County,TEXAS,Urban
48313,14197,Madison County,TEXAS,Rural
48303,304808,Lubbock County,TEXAS,Urban
48257,123804,Kaufman County,TEXAS,Urban
48259,43769,Kendall County,TEXAS,Urban
48153,5803,Floyd County,TEXAS,Rural
48017,7100,Bailey County,TEXAS,Rural
48071,41305,Chambers County,TEXAS,Urban
48027,348574,Bell County,TEXAS,Urban
48061,421666,Cameron County,TEXAS,Urban
48117,18736,Deaf Smith County,TEXAS,Rural
48141,836062,El Paso County,TEXAS,Urban
48283,7416,La Salle County,TEXAS,Rural
48443,896,Terrell County,TEXAS,Rural
48457,21518,Tyler County,TEXAS,Rural
48483,5338,Wheeler County,TEXAS,Rural
48009,8716,Archer County,TEXAS,Urban
48043,9231,Brewster County,TEXAS,Rural
48215,855176,Hidalgo County,TEXAS,Urban
48423,227449,Smith County,TEXAS,Urban
48105,3484,Crockett County,TEXAS,Rural
48207,5726,Haskell County,TEXAS,Rural
48227,36349,Howard County,TEXAS,Rural
48333,4889,Mills County,TEXAS,Rural
48337,19489,Montague County,TEXAS,Rural
48365,23327,Panola County,TEXAS,Rural
48403,10471,Sabine County,TEXAS,Rural
48421,3059,Sherman County,TEXAS,Rural
48437,7432,Swisher County,TEXAS,Rural
48231,94162,Hunt County,TEXAS,Urban
48063,12878,Camp County,TEXAS,Rural
48195,5520,Hansford County,TEXAS,Rural
48187,158966,Guadalupe County,TEXAS,Urban
48077,10403,Clay County,TEXAS,Urban
48205,5669,Hartley County,TEXAS,Rural
48383,3766,Reagan County,TEXAS,Rural
48217,35689,Hill County,TEXAS,Rural
48293,23417,Limestone County,TEXAS,Rural
48347,65339,Nacogdoches County,TEXAS,Rural
48369,9718,Parmer County,TEXAS,Rural
48367,133811,Parker County,TEXAS,Urban
30081,42512,Ravalli County,MONTANA,Rural
30105,7471,Valley County,MONTANA,Rural
30013,81625,Cascade County,MONTANA,Urban
30027,11221,Fergus County,MONTANA,Rural
30033,1036,Garfield County,MONTANA,Rural
30061,4251,Mineral County,MONTANA,Rural
30069,453,Petroleum County,MONTANA,Rural
30077,6854,Powell County,MONTANA,Rural
30089,11681,Sanders County,MONTANA,Rural
30109,1122,Wibaux County,MONTANA,Rural
30031,108063,Gallatin County,MONTANA,Rural
30059,1888,Meagher County,MONTANA,Rural
30009,10597,Carbon County,MONTANA,Urban
30001,9415,Beaverhead County,MONTANA,Rural
30029,99899,Flathead County,MONTANA,Rural
30065,4766,Musselshell County,MONTANA,Rural
31083,3415,Harlan County,NEBRASKA,Rural
31185,13745,York County,NEBRASKA,Rural
31019,49209,Buffalo County,NEBRASKA,Rural
31037,10714,Colfax County,NEBRASKA,Rural
31087,2815,Hitchcock County,NEBRASKA,Rural
31141,33174,Platte County,NEBRASKA,Rural
31143,5225,Polk County,NEBRASKA,Rural
31013,10970,Box Butte County,NEBRASKA,Rural
31017,3015,Brown County,NEBRASKA,Rural
31161,5231,Sheridan County,NEBRASKA,Rural
31109,313158,Lancaster County,NEBRASKA,Urban
31129,4244,Nuckolls County,NEBRASKA,Rural
31007,722,Banner County,NEBRASKA,Rural
31063,2640,Frontier County,NEBRASKA,Rural
31055,560617,Douglas County,NEBRASKA,Urban
31147,7961,Richardson County,NEBRASKA,Rural
31089,10177,Holt County,NEBRASKA,Rural
31065,4747,Furnas County,NEBRASKA,Rural
31151,14270,Saline County,NEBRASKA,Rural
31173,7181,Thurston County,NEBRASKA,Rural
31177,20361,Washington County,NEBRASKA,Urban
31031,5779,Cherry County,NEBRASKA,Rural
31053,36665,Dodge County,NEBRASKA,Rural
31069,1864,Garden County,NEBRASKA,Rural
31123,4781,Morrill County,NEBRASKA,Rural
31127,6973,Nemaha County,NEBRASKA,Rural
31171,645,Thomas County,NEBRASKA,Rural
31043,20173,Dakota County,NEBRASKA,Urban
31003,6341,Antelope County,NEBRASKA,Rural
31029,3783,Chase County,NEBRASKA,Rural
31035,6203,Clay County,NEBRASKA,Rural
31041,10826,Custer County,NEBRASKA,Rural
31061,2987,Franklin County,NEBRASKA,Rural
31081,9215,Hamilton County,NEBRASKA,Rural
31095,7144,Jefferson County,NEBRASKA,Rural
31101,8068,Keith County,NEBRASKA,Rural
31115,605,Loup County,NEBRASKA,Rural
31135,2901,Perkins County,NEBRASKA,Rural
31155,21165,Saunders County,NEBRASKA,Urban
31157,36074,Scotts Bluff County,NEBRASKA,Rural
31103,760,Keya Paha County,NEBRASKA,Rural
31105,3633,Kimball County,NEBRASKA,Rural
31111,35263,Lincoln County,NEBRASKA,Rural
48377,6975,Presidio County,TEXAS,Rural
48465,48969,Val Verde County,TEXAS,Rural
48109,2214,Culberson County,TEXAS,Rural
48135,160579,Ector County,TEXAS,Urban
48169,6070,Garza County,TEXAS,Rural
48173,1510,Glasscock County,TEXAS,Rural
48185,27984,Grimes County,TEXAS,Rural
48085,973977,Collin County,TEXAS,Urban
48005,87322,Angelina County,TEXAS,Rural
48101,1642,Cottle County,TEXAS,Rural
48209,213366,Hays County,TEXAS,Urban
48039,360677,Brazoria County,TEXAS,Urban
48129,3342,Donley County,TEXAS,Rural
48013,49528,Atascosa County,TEXAS,Urban
48353,14904,Nolan County,TEXAS,Rural
48229,4415,Hudspeth County,TEXAS,Rural
48475,11658,Ward County,TEXAS,Rural
48203,66580,Harrison County,TEXAS,Rural
48327,2119,Menard County,TEXAS,Rural
48149,25141,Fayette County,TEXAS,Rural
48491,547604,Williamson County,TEXAS,Urban
48233,21344,Hutchinson County,TEXAS,Rural
48343,12373,Morris County,TEXAS,Rural
48361,84069,Orange County,TEXAS,Urban
48495,7867,Winkler County,TEXAS,Rural
48201,4646630,Harris County,TEXAS,Urban
48053,46530,Burnet County,TEXAS,Rural
48171,26459,Gillespie County,TEXAS,Rural
48113,2606868,Dallas County,TEXAS,Urban
48311,774,McMullen County,TEXAS,Rural
48503,18036,Young County,TEXAS,Rural
48251,167212,Johnson County,TEXAS,Urban
48223,36486,Hopkins County,TEXAS,Rural
48357,10131,Ochiltree County,TEXAS,Rural
48275,3705,Knox County,TEXAS,Rural
48309,251089,McLennan County,TEXAS,Urban
48095,3266,Concho County,TEXAS,Rural
48137,1918,Edwards County,TEXAS,Rural
48133,18273,Eastland County,TEXAS,Rural
48243,2241,Jeff Davis County,TEXAS,Rural
48247,5231,Jim Hogg County,TEXAS,Rural
48339,571949,Montgomery County,TEXAS,Urban
48127,10438,Dimmit County,TEXAS,Rural
48479,273526,Webb County,TEXAS,Urban
48011,1973,Armstrong County,TEXAS,Urban
48069,7673,Castro County,TEXAS,Rural
48273,30974,Kleberg County,TEXAS,Rural
48097,40041,Cooke County,TEXAS,Rural
48107,5836,Crosby County,TEXAS,Urban
48151,3856,Fisher County,TEXAS,Rural
48131,11268,Duval County,TEXAS,Rural
48031,11478,Blanco County,TEXAS,Rural
48241,35506,Jasper County,TEXAS,Rural
48245,254340,Jefferson County,TEXAS,Urban
48271,3659,Kinney County,TEXAS,Rural
48359,2094,Oldham County,TEXAS,Rural
48279,13123,Lamb County,TEXAS,Rural
48295,3398,Lipscomb County,TEXAS,Rural
48307,8057,McCulloch County,TEXAS,Rural
48319,4186,Mason County,TEXAS,Rural
48125,2203,Dickens County,TEXAS,Rural
31139,7144,Pierce County,NEBRASKA,Rural
31165,1219,Sioux County,NEBRASKA,Rural
31021,6510,Burt County,NEBRASKA,Rural
31025,25888,Cass County,NEBRASKA,Urban
31039,8952,Cuming County,NEBRASKA,Rural
31051,5719,Dixon County,NEBRASKA,Urban
31057,1913,Dundy County,NEBRASKA,Rural
31075,722,Grant County,NEBRASKA,Rural
31077,2382,Greeley County,NEBRASKA,Rural
31079,61265,Hall County,NEBRASKA,Rural
31085,893,Hayes County,NEBRASKA,Rural
31131,15949,Otoe County,NEBRASKA,Rural
31145,10768,Red Willow County,NEBRASKA,Rural
31027,8498,Cedar County,NEBRASKA,Rural
31045,8810,Dawes County,NEBRASKA,Rural
31097,5161,Johnson County,NEBRASKA,Rural
31033,9604,Cheyenne County,NEBRASKA,Rural
31047,23733,Dawson County,NEBRASKA,Rural
31071,2001,Garfield County,NEBRASKA,Rural
31117,395,McPherson County,NEBRASKA,Rural
31125,3544,Nance County,NEBRASKA,Rural
31167,5957,Stanton County,NEBRASKA,Rural
31175,4206,Valley County,NEBRASKA,Rural
32001,24259,Churchill County,NEVADA,Rural
32005,48132,Douglas County,NEVADA,Rural
32027,6615,Pershing County,NEVADA,Rural
32011,1859,Eureka County,NEVADA,Rural
32013,16828,Humboldt County,NEVADA,Rural
32033,9679,White Pine County,NEVADA,Rural
32007,52297,Elko County,NEVADA,Rural
32023,44380,Nye County,NEVADA,Rural
32029,3988,Storey County,NEVADA,Urban
32003,2182004,Clark County,NEVADA,Urban
32019,54380,Lyon County,NEVADA,Rural
33005,76042,Cheshire County,NEW HAMPSHIRE,Rural
33009,89777,Grafton County,NEW HAMPSHIRE,Rural
33015,306359,Rockingham County,NEW HAMPSHIRE,Urban
33019,43104,Sullivan County,NEW HAMPSHIRE,Rural
33011,413035,Hillsborough County,NEW HAMPSHIRE,Urban
33007,31741,Coos County,NEW HAMPSHIRE,Rural
33003,48138,Carroll County,NEW HAMPSHIRE,Rural
34021,367922,Mercer County,NEW JERSEY,Urban
34011,151906,Cumberland County,NEW JERSEY,Urban
34035,329838,Somerset County,NEW JERSEY,Urban
34029,596415,Ocean County,NEW JERSEY,Urban
34001,266105,Atlantic County,NEW JERSEY,Urban
34023,825920,Middlesex County,NEW JERSEY,Urban
34033,62990,Salem County,NEW JERSEY,Urban
34009,93086,Cape May County,NEW JERSEY,Urban
34007,506738,Camden County,NEW JERSEY,Urban
34039,554033,Union County,NEW JERSEY,Urban
34017,670046,Hudson County,NEW JERSEY,Urban
34019,124823,Hunterdon County,NEW JERSEY,Urban
34027,493379,Morris County,NEW JERSEY,Urban
35023,4297,Hidalgo County,NEW MEXICO,Rural
35031,72438,McKinley County,NEW MEXICO,Rural
35043,142704,Sandoval County,NEW MEXICO,Urban
35017,27669,Grant County,NEW MEXICO,Rural
35009,49732,Curry County,NEW MEXICO,Rural
48287,17058,Lee County,TEXAS,Rural
48439,2049770,Tarrant County,TEXAS,Urban
48001,57810,Anderson County,TEXAS,Rural
48139,173772,Ellis County,TEXAS,Urban
48239,14816,Jackson County,TEXAS,Rural
48265,51843,Kerr County,TEXAS,Rural
48331,24770,Milam County,TEXAS,Rural
48093,13529,Comanche County,TEXAS,Rural
48145,17272,Falls County,TEXAS,Rural
48047,7141,Brooks County,TEXAS,Rural
48015,29764,Austin County,TEXAS,Urban
48261,568,Kenedy County,TEXAS,Rural
48089,21224,Colorado County,TEXAS,Rural
48409,67008,San Patricio County,TEXAS,Urban
48381,134026,Randall County,TEXAS,Urban
48411,5991,San Saba County,TEXAS,Rural
48413,2983,Schleicher County,TEXAS,Rural
48507,12039,Zavala County,TEXAS,Rural
48057,21668,Calhoun County,TEXAS,Urban
48155,1275,Foard County,TEXAS,Rural
48175,7565,Goliad County,TEXAS,Urban
48193,8332,Hamilton County,TEXAS,Rural
48335,8523,Mitchell County,TEXAS,Rural
48449,32640,Titus County,TEXAS,Rural
48285,20021,Lavaca County,TEXAS,Rural
48445,12528,Terry County,TEXAS,Rural
48497,66290,Wise County,TEXAS,Urban
48321,36774,Matagorda County,TEXAS,Rural
48371,15815,Pecos County,TEXAS,Rural
48397,97175,Rockwall County,TEXAS,Urban
48441,136870,Taylor County,TEXAS,Urban
48447,1436,Throckmorton County,TEXAS,Rural
48471,72321,Walker County,TEXAS,Rural
48499,44366,Wood County,TEXAS,Rural
48007,24462,Aransas County,TEXAS,Urban
48079,2887,Cochran County,TEXAS,Rural
48081,3303,Coke County,TEXAS,Rural
48099,75280,Coryell County,TEXAS,Urban
48211,3994,Hemphill County,TEXAS,Rural
48341,21399,Moore County,TEXAS,Rural
48375,119674,Potter County,TEXAS,Urban
48405,8286,San Augustine County,TEXAS,Rural
48417,3296,Shackelford County,TEXAS,Rural
48427,64078,Starr County,TEXAS,Rural
48461,3659,Upton County,TEXAS,Rural
48049,37855,Brown County,TEXAS,Rural
48191,3048,Hall County,TEXAS,Rural
48159,10716,Franklin County,TEXAS,Rural
48163,19871,Frio County,TEXAS,Rural
48281,20862,Lampasas County,TEXAS,Urban
50019,26901,Orleans County,VERMONT,Rural
50013,7022,Grand Isle County,VERMONT,Urban
50007,162646,Chittenden County,VERMONT,Urban
50015,25318,Lamoille County,VERMONT,Rural
50011,49116,Franklin County,VERMONT,Urban
50005,30234,Caledonia County,VERMONT,Rural
50025,42823,Windham County,VERMONT,Rural
50003,35746,Bennington County,VERMONT,Rural
50001,36882,Addison County,VERMONT,Rural
50009,6200,Essex County,VERMONT,Rural
35015,57732,Eddy County,NEW MEXICO,Rural
35033,4536,Mora County,NEW MEXICO,Rural
35045,126515,San Juan County,NEW MEXICO,Urban
28009,8232,Benton County,MISSISSIPPI,Rural
28037,7733,Franklin County,MISSISSIPPI,Rural
28027,23255,Coahoma County,MISSISSIPPI,Rural
28061,16505,Jasper County,MISSISSIPPI,Rural
28067,68352,Jones County,MISSISSIPPI,Rural
28147,14477,Walthall County,MISSISSIPPI,Rural
28095,35673,Monroe County,MISSISSIPPI,Rural
28115,31618,Pontotoc County,MISSISSIPPI,Rural
28051,17737,Holmes County,MISSISSIPPI,Rural
28005,12412,Amite County,MISSISSIPPI,Rural
